selection,src,dst,pair,path
75,h3,h10,h3->h10,s5 -> s8
76,h1,h12,h1->h12,s5 -> s4 -> s8
77,h3,h10,h3->h10,s5 -> s2 -> s8
78,h1,h12,h1->h12,s5 -> s1 -> s8
79,h4,h9,h4->h9,s6 -> s4 -> s7
80,h2,h11,h2->h11,s5 -> s3 -> s8
81,h4,h9,h4->h9,s6 -> s1 -> s7
82,h3,h10,h3->h10,s5 -> s3 -> s8
83,h2,h11,h2->h11,s5 -> s8
84,h1,h12,h1->h12,s5 -> s4 -> s8
85,h3,h10,h3->h10,s5 -> s1 -> s8
86,h4,h9,h4->h9,s6 -> s4 -> s7
87,h2,h11,h2->h11,s5 -> s2 -> s8
88,h1,h12,h1->h12,s5 -> s8
89,h4,h9,h4->h9,s6 -> s3 -> s7
90,h2,h11,h2->h11,s5 -> s1 -> s8
91,h1,h12,h1->h12,s5 -> s4 -> s8
92,h3,h10,h3->h10,s5 -> s2 -> s8
93,h4,h9,h4->h9,s6 -> s1 -> s7
94,h2,h11,h2->h11,s5 -> s8
95,h1,h12,h1->h12,s5 -> s3 -> s8
96,h3,h10,h3->h10,s5 -> s4 -> s8
97,h2,h11,h2->h11,s5 -> s2 -> s8
98,h3,h10,h3->h10,s5 -> s1 -> s8
99,h4,h9,h4->h9,s6 -> s4 -> s7
100,h1,h12,h1->h12,s5 -> s3 -> s8
101,h1,h12,h1->h12,s5 -> s8
102,h3,h10,h3->h10,s5 -> s4 -> s8
103,h2,h11,h2->h11,s5 -> s2 -> s8
104,h4,h9,h4->h9,s6 -> s1 -> s7
105,h3,h10,h3->h10,s5 -> s3 -> s8
106,h2,h11,h2->h11,s5 -> s1 -> s8
107,h1,h12,h1->h12,s5 -> s8
108,h4,h9,h4->h9,s6 -> s4 -> s7
109,h2,h11,h2->h11,s5 -> s4 -> s8
110,h4,h9,h4->h9,s6 -> s1 -> s7
111,h3,h10,h3->h10,s5 -> s2 -> s8
112,h1,h12,h1->h12,s5 -> s3 -> s8
113,h4,h9,h4->h9,s6 -> s4 -> s7
114,h2,h11,h2->h11,s5 -> s3 -> s8
115,h1,h12,h1->h12,s5 -> s1 -> s8
116,h3,h10,h3->h10,s5 -> s8
117,h4,h9,h4->h9,s6 -> s1 -> s7
118,h1,h12,h1->h12,s5 -> s2 -> s8
119,h3,h10,h3->h10,s5 -> s4 -> s8
120,h2,h11,h2->h11,s5 -> s8
121,h1,h12,h1->h12,s5 -> s1 -> s8
122,h3,h10,h3->h10,s5 -> s4 -> s8
123,h2,h11,h2->h11,s5 -> s3 -> s8
124,h4,h9,h4->h9,s6 -> s7
125,h2,h11,h2->h11,s5 -> s2 -> s8
126,h1,h12,h1->h12,s5 -> s1 -> s8
127,h4,h9,h4->h9,s6 -> s4 -> s7
128,h3,h10,h3->h10,s5 -> s3 -> s8
129,h1,h12,h1->h12,s5 -> s4 -> s8
130,h2,h11,h2->h11,s5 -> s8
131,h4,h9,h4->h9,s6 -> s1 -> s7
132,h3,h10,h3->h10,s5 -> s3 -> s8
133,h1,h12,h1->h12,s5 -> s3 -> s8
134,h3,h10,h3->h10,s5 -> s1 -> s8
135,h4,h9,h4->h9,s6 -> s7
136,h2,h11,h2->h11,s5 -> s4 -> s8
137,h2,h11,h2->h11,s5 -> s2 -> s8
138,h4,h9,h4->h9,s6 -> s1 -> s7
139,h3,h10,h3->h10,s5 -> s8
140,h1,h12,h1->h12,s5 -> s4 -> s8
141,h4,h9,h4->h9,s6 -> s3 -> s7
142,h2,h11,h2->h11,s5 -> s1 -> s8
143,h1,h12,h1->h12,s5 -> s8
144,h3,h10,h3->h10,s5 -> s2 -> s8
145,h4,h9,h4->h9,s6 -> s4 -> s7
146,h2,h11,h2->h11,s5 -> s8
147,h3,h10,h3->h10,s5 -> s1 -> s8
148,h1,h12,h1->h12,s5 -> s3 -> s8
149,h4,h9,h4->h9,s6 -> s1 -> s7
150,h2,h11,h2->h11,s5 -> s2 -> s8
151,h3,h10,h3->h10,s5 -> s3 -> s8
152,h1,h12,h1->h12,s5 -> s4 -> s8
153,h3,h10,h3->h10,s5 -> s2 -> s8
154,h1,h12,h1->h12,s5 -> s8
155,h4,h9,h4->h9,s6 -> s4 -> s7
156,h2,h11,h2->h11,s5 -> s1 -> s8
157,h4,h9,h4->h9,s6 -> s1 -> s7
158,h3,h10,h3->h10,s5 -> s3 -> s8
159,h1,h12,h1->h12,s5 -> s2 -> s8
160,h2,h11,h2->h11,s5 -> s4 -> s8
161,h1,h12,h1->h12,s5 -> s1 -> s8
162,h2,h11,h2->h11,s5 -> s4 -> s8
163,h4,h9,h4->h9,s6 -> s7
164,h3,h10,h3->h10,s5 -> s8
165,h2,h11,h2->h11,s5 -> s3 -> s8
166,h4,h9,h4->h9,s6 -> s1 -> s7
167,h1,h12,h1->h12,s5 -> s4 -> s8
168,h3,h10,h3->h10,s5 -> s8
169,h1,h12,h1->h12,s5 -> s1 -> s8
170,h2,h11,h2->h11,s5 -> s3 -> s8
171,h4,h9,h4->h9,s6 -> s4 -> s7
172,h3,h10,h3->h10,s5 -> s2 -> s8
173,h1,h12,h1->h12,s5 -> s4 -> s8
174,h4,h9,h4->h9,s6 -> s1 -> s7
175,h3,h10,h3->h10,s5 -> s3 -> s8
176,h2,h11,h2->h11,s5 -> s2 -> s8
177,h4,h9,h4->h9,s6 -> s3 -> s7
178,h1,h12,h1->h12,s5 -> s8
179,h3,h10,h3->h10,s5 -> s1 -> s8
180,h2,h11,h2->h11,s5 -> s4 -> s8
181,h2,h11,h2->h11,s5 -> s3 -> s8
182,h3,h10,h3->h10,s5 -> s2 -> s8
183,h1,h12,h1->h12,s5 -> s1 -> s8
184,h4,h9,h4->h9,s6 -> s7
185,h3,h10,h3->h10,s5 -> s4 -> s8
186,h2,h11,h2->h11,s5 -> s8
187,h4,h9,h4->h9,s6 -> s2 -> s7
188,h1,h12,h1->h12,s5 -> s1 -> s8
189,h1,h12,h1->h12,s5 -> s3 -> s8
190,h3,h10,h3->h10,s5 -> s4 -> s8
191,h2,h11,h2->h11,s5 -> s8
192,h4,h9,h4->h9,s6 -> s1 -> s7
193,h3,h10,h3->h10,s5 -> s4 -> s8
194,h1,h12,h1->h12,s5 -> s2 -> s8
195,h4,h9,h4->h9,s6 -> s3 -> s7
196,h2,h11,h2->h11,s5 -> s1 -> s8
197,h3,h10,h3->h10,s5 -> s4 -> s8
198,h1,h12,h1->h12,s5 -> s2 -> s8
199,h4,h9,h4->h9,s6 -> s7
200,h2,h11,h2->h11,s5 -> s3 -> s8
201,h3,h10,h3->h10,s5 -> s8
202,h4,h9,h4->h9,s6 -> s3 -> s7
203,h2,h11,h2->h11,s5 -> s2 -> s8
204,h1,h12,h1->h12,s5 -> s1 -> s8
205,h2,h11,h2->h11,s5 -> s4 -> s8
206,h4,h9,h4->h9,s6 -> s1 -> s7
207,h3,h10,h3->h10,s5 -> s2 -> s8
208,h1,h12,h1->h12,s5 -> s8
209,h3,h10,h3->h10,s5 -> s1 -> s8
210,h4,h9,h4->h9,s6 -> s2 -> s7
211,h1,h12,h1->h12,s5 -> s8
212,h2,h11,h2->h11,s5 -> s3 -> s8
213,h1,h12,h1->h12,s5 -> s2 -> s8
214,h4,h9,h4->h9,s6 -> s7
215,h2,h11,h2->h11,s5 -> s4 -> s8
216,h3,h10,h3->h10,s5 -> s8
217,h3,h10,h3->h10,s5 -> s1 -> s8
218,h2,h11,h2->h11,s5 -> s3 -> s8
219,h4,h9,h4->h9,s6 -> s7
220,h1,h12,h1->h12,s5 -> s4 -> s8
221,h4,h9,h4->h9,s6 -> s3 -> s7
222,h3,h10,h3->h10,s5 -> s4 -> s8
223,h2,h11,h2->h11,s5 -> s2 -> s8
224,h1,h12,h1->h12,s5 -> s8
225,h3,h10,h3->h10,s5 -> s4 -> s8
226,h4,h9,h4->h9,s6 -> s1 -> s7
227,h1,h12,h1->h12,s5 -> s3 -> s8
228,h2,h11,h2->h11,s5 -> s8
229,h3,h10,h3->h10,s5 -> s1 -> s8
230,h4,h9,h4->h9,s6 -> s2 -> s7
231,h2,h11,h2->h11,s5 -> s4 -> s8
232,h1,h12,h1->h12,s5 -> s8
233,h2,h11,h2->h11,s5 -> s3 -> s8
234,h4,h9,h4->h9,s6 -> s1 -> s7
235,h3,h10,h3->h10,s5 -> s4 -> s8
236,h1,h12,h1->h12,s5 -> s2 -> s8
237,h2,h11,h2->h11,s5 -> s1 -> s8
238,h3,h10,h3->h10,s5 -> s8
239,h4,h9,h4->h9,s6 -> s4 -> s7
240,h1,h12,h1->h12,s5 -> s3 -> s8
241,h3,h10,h3->h10,s5 -> s2 -> s8
242,h4,h9,h4->h9,s6 -> s3 -> s7
243,h2,h11,h2->h11,s5 -> s1 -> s8
244,h1,h12,h1->h12,s5 -> s4 -> s8
245,h3,h10,h3->h10,s5 -> s2 -> s8
246,h4,h9,h4->h9,s6 -> s4 -> s7
247,h2,h11,h2->h11,s5 -> s3 -> s8
248,h1,h12,h1->h12,s5 -> s1 -> s8
249,h4,h9,h4->h9,s6 -> s1 -> s7
250,h3,h10,h3->h10,s5 -> s4 -> s8
251,h2,h11,h2->h11,s5 -> s8
252,h1,h12,h1->h12,s5 -> s2 -> s8
253,h3,h10,h3->h10,s5 -> s1 -> s8
254,h1,h12,h1->h12,s5 -> s4 -> s8
255,h2,h11,h2->h11,s5 -> s3 -> s8
256,h4,h9,h4->h9,s6 -> s7
257,h4,h9,h4->h9,s6 -> s4 -> s7
258,h3,h10,h3->h10,s5 -> s1 -> s8
259,h1,h12,h1->h12,s5 -> s2 -> s8
260,h2,h11,h2->h11,s5 -> s3 -> s8
261,h2,h11,h2->h11,s5 -> s4 -> s8
262,h4,h9,h4->h9,s6 -> s3 -> s7
263,h3,h10,h3->h10,s5 -> s1 -> s8
264,h1,h12,h1->h12,s5 -> s8
265,h4,h9,h4->h9,s6 -> s1 -> s7
266,h1,h12,h1->h12,s5 -> s2 -> s8
267,h2,h11,h2->h11,s5 -> s3 -> s8
268,h3,h10,h3->h10,s5 -> s4 -> s8
269,h1,h12,h1->h12,s5 -> s1 -> s8
270,h2,h11,h2->h11,s5 -> s2 -> s8
271,h3,h10,h3->h10,s5 -> s3 -> s8
272,h4,h9,h4->h9,s6 -> s7
273,h3,h10,h3->h10,s5 -> s1 -> s8
274,h2,h11,h2->h11,s5 -> s4 -> s8
275,h1,h12,h1->h12,s5 -> s8
276,h4,h9,h4->h9,s6 -> s3 -> s7
277,h3,h10,h3->h10,s5 -> s8
278,h2,h11,h2->h11,s5 -> s2 -> s8
279,h4,h9,h4->h9,s6 -> s4 -> s7
280,h1,h12,h1->h12,s5 -> s1 -> s8
281,h1,h12,h1->h12,s5 -> s4 -> s8
282,h2,h11,h2->h11,s5 -> s8
283,h3,h10,h3->h10,s5 -> s3 -> s8
284,h4,h9,h4->h9,s6 -> s7
285,h2,h11,h2->h11,s5 -> s1 -> s8
286,h3,h10,h3->h10,s5 -> s3 -> s8
287,h4,h9,h4->h9,s6 -> s7
288,h1,h12,h1->h12,s5 -> s2 -> s8
289,h3,h10,h3->h10,s5 -> s4 -> s8
290,h2,h11,h2->h11,s5 -> s8
291,h4,h9,h4->h9,s6 -> s3 -> s7
292,h1,h12,h1->h12,s5 -> s1 -> s8
293,h1,h12,h1->h12,s5 -> s2 -> s8
294,h2,h11,h2->h11,s5 -> s3 -> s8
295,h4,h9,h4->h9,s6 -> s1 -> s7
296,h3,h10,h3->h10,s5 -> s8
297,h1,h12,h1->h12,s5 -> s4 -> s8
298,h3,h10,h3->h10,s5 -> s1 -> s8
299,h2,h11,h2->h11,s5 -> s2 -> s8
300,h4,h9,h4->h9,s6 -> s3 -> s7
301,h3,h10,h3->h10,s5 -> s1 -> s8
302,h4,h9,h4->h9,s6 -> s4 -> s7
303,h2,h11,h2->h11,s5 -> s3 -> s8
304,h1,h12,h1->h12,s5 -> s8
305,h4,h9,h4->h9,s6 -> s1 -> s7
306,h2,h11,h2->h11,s5 -> s2 -> s8
307,h3,h10,h3->h10,s5 -> s4 -> s8
308,h1,h12,h1->h12,s5 -> s3 -> s8
309,h4,h9,h4->h9,s6 -> s4 -> s7
310,h1,h12,h1->h12,s5 -> s8
311,h2,h11,h2->h11,s5 -> s2 -> s8
312,h3,h10,h3->h10,s5 -> s1 -> s8
313,h4,h9,h4->h9,s6 -> s2 -> s7
314,h2,h11,h2->h11,s5 -> s1 -> s8
315,h3,h10,h3->h10,s5 -> s3 -> s8
316,h1,h12,h1->h12,s5 -> s4 -> s8
317,h3,h10,h3->h10,s5 -> s2 -> s8
318,h2,h11,h2->h11,s5 -> s8
319,h4,h9,h4->h9,s6 -> s3 -> s7
320,h1,h12,h1->h12,s5 -> s1 -> s8
321,h1,h12,h1->h12,s5 -> s3 -> s8
322,h2,h11,h2->h11,s5 -> s1 -> s8
323,h4,h9,h4->h9,s6 -> s7
324,h3,h10,h3->h10,s5 -> s8
325,h4,h9,h4->h9,s6 -> s3 -> s7
326,h3,h10,h3->h10,s5 -> s4 -> s8
327,h2,h11,h2->h11,s5 -> s1 -> s8
328,h1,h12,h1->h12,s5 -> s2 -> s8
329,h3,h10,h3->h10,s5 -> s8
330,h1,h12,h1->h12,s5 -> s3 -> s8
331,h2,h11,h2->h11,s5 -> s4 -> s8
332,h4,h9,h4->h9,s6 -> s7
333,h4,h9,h4->h9,s6 -> s3 -> s7
334,h3,h10,h3->h10,s5 -> s4 -> s8
335,h2,h11,h2->h11,s5 -> s1 -> s8
336,h1,h12,h1->h12,s5 -> s8
337,h4,h9,h4->h9,s6 -> s2 -> s7
338,h3,h10,h3->h10,s5 -> s4 -> s8
339,h1,h12,h1->h12,s5 -> s1 -> s8
340,h2,h11,h2->h11,s5 -> s8
341,h4,h9,h4->h9,s6 -> s1 -> s7
342,h1,h12,h1->h12,s5 -> s4 -> s8
343,h2,h11,h2->h11,s5 -> s2 -> s8
344,h3,h10,h3->h10,s5 -> s3 -> s8
345,h2,h11,h2->h11,s5 -> s8
346,h1,h12,h1->h12,s5 -> s1 -> s8
347,h3,h10,h3->h10,s5 -> s4 -> s8
348,h4,h9,h4->h9,s6 -> s7
349,h1,h12,h1->h12,s5 -> s2 -> s8
350,h4,h9,h4->h9,s6 -> s1 -> s7
351,h2,h11,h2->h11,s5 -> s3 -> s8
352,h3,h10,h3->h10,s5 -> s4 -> s8
353,h1,h12,h1->h12,s5 -> s8
354,h2,h11,h2->h11,s5 -> s3 -> s8
355,h3,h10,h3->h10,s5 -> s1 -> s8
356,h4,h9,h4->h9,s6 -> s7
357,h1,h12,h1->h12,s5 -> s8
358,h3,h10,h3->h10,s5 -> s2 -> s8
359,h2,h11,h2->h11,s5 -> s4 -> s8
360,h4,h9,h4->h9,s6 -> s7
361,h3,h10,h3->h10,s5 -> s4 -> s8
362,h4,h9,h4->h9,s6 -> s1 -> s7
363,h2,h11,h2->h11,s5 -> s8
364,h1,h12,h1->h12,s5 -> s3 -> s8
365,h3,h10,h3->h10,s5 -> s2 -> s8
366,h1,h12,h1->h12,s5 -> s1 -> s8
367,h2,h11,h2->h11,s5 -> s4 -> s8
368,h4,h9,h4->h9,s6 -> s7
369,h1,h12,h1->h12,s5 -> s2 -> s8
370,h4,h9,h4->h9,s6 -> s3 -> s7
371,h2,h11,h2->h11,s5 -> s8
372,h3,h10,h3->h10,s5 -> s1 -> s8
373,h3,h10,h3->h10,s5 -> s3 -> s8
374,h1,h12,h1->h12,s5 -> s4 -> s8
375,h4,h9,h4->h9,s6 -> s7
376,h2,h11,h2->h11,s5 -> s1 -> s8
377,h4,h9,h4->h9,s6 -> s3 -> s7
378,h3,h10,h3->h10,s5 -> s4 -> s8
379,h2,h11,h2->h11,s5 -> s2 -> s8
380,h1,h12,h1->h12,s5 -> s8
381,h4,h9,h4->h9,s6 -> s1 -> s7
382,h1,h12,h1->h12,s5 -> s2 -> s8
383,h3,h10,h3->h10,s5 -> s3 -> s8
384,h2,h11,h2->h11,s5 -> s8
385,h3,h10,h3->h10,s5 -> s4 -> s8
386,h4,h9,h4->h9,s6 -> s3 -> s7
387,h2,h11,h2->h11,s5 -> s1 -> s8
388,h1,h12,h1->h12,s5 -> s2 -> s8
389,h2,h11,h2->h11,s5 -> s4 -> s8
390,h4,h9,h4->h9,s6 -> s7
391,h3,h10,h3->h10,s5 -> s1 -> s8
392,h1,h12,h1->h12,s5 -> s8
393,h1,h12,h1->h12,s5 -> s3 -> s8
394,h2,h11,h2->h11,s5 -> s2 -> s8
395,h3,h10,h3->h10,s5 -> s8
396,h4,h9,h4->h9,s6 -> s7
397,h4,h9,h4->h9,s6 -> s4 -> s7
398,h3,h10,h3->h10,s5 -> s1 -> s8
399,h1,h12,h1->h12,s5 -> s8
400,h2,h11,h2->h11,s5 -> s2 -> s8
401,h1,h12,h1->h12,s5 -> s4 -> s8
402,h2,h11,h2->h11,s5 -> s3 -> s8
403,h3,h10,h3->h10,s5 -> s1 -> s8
404,h4,h9,h4->h9,s6 -> s7
405,h3,h10,h3->h10,s5 -> s4 -> s8
406,h2,h11,h2->h11,s5 -> s2 -> s8
407,h1,h12,h1->h12,s5 -> s1 -> s8
408,h4,h9,h4->h9,s6 -> s7
409,h2,h11,h2->h11,s5 -> s4 -> s8
410,h1,h12,h1->h12,s5 -> s8
411,h4,h9,h4->h9,s6 -> s1 -> s7
412,h3,h10,h3->h10,s5 -> s3 -> s8
413,h4,h9,h4->h9,s6 -> s2 -> s7
414,h1,h12,h1->h12,s5 -> s1 -> s8
415,h3,h10,h3->h10,s5 -> s8
416,h2,h11,h2->h11,s5 -> s4 -> s8
417,h3,h10,h3->h10,s5 -> s1 -> s8
418,h2,h11,h2->h11,s5 -> s3 -> s8
419,h1,h12,h1->h12,s5 -> s4 -> s8
420,h4,h9,h4->h9,s6 -> s7
421,h4,h9,h4->h9,s6 -> s1 -> s7
422,h1,h12,h1->h12,s5 -> s8
423,h2,h11,h2->h11,s5 -> s4 -> s8
424,h3,h10,h3->h10,s5 -> s3 -> s8
425,h4,h9,h4->h9,s6 -> s7
426,h1,h12,h1->h12,s5 -> s4 -> s8
427,h3,h10,h3->h10,s5 -> s1 -> s8
428,h2,h11,h2->h11,s5 -> s2 -> s8
429,h4,h9,h4->h9,s6 -> s1 -> s7
430,h1,h12,h1->h12,s5 -> s4 -> s8
431,h2,h11,h2->h11,s5 -> s2 -> s8
432,h3,h10,h3->h10,s5 -> s3 -> s8
433,h1,h12,h1->h12,s5 -> s8
434,h2,h11,h2->h11,s5 -> s2 -> s8
435,h3,h10,h3->h10,s5 -> s1 -> s8
436,h4,h9,h4->h9,s6 -> s7
437,h2,h11,h2->h11,s5 -> s8
438,h3,h10,h3->h10,s5 -> s4 -> s8
439,h1,h12,h1->h12,s5 -> s2 -> s8
440,h4,h9,h4->h9,s6 -> s1 -> s7
441,h2,h11,h2->h11,s5 -> s4 -> s8
442,h4,h9,h4->h9,s6 -> s7
443,h3,h10,h3->h10,s5 -> s1 -> s8
444,h1,h12,h1->h12,s5 -> s3 -> s8
445,h3,h10,h3->h10,s5 -> s8
446,h1,h12,h1->h12,s5 -> s2 -> s8
447,h2,h11,h2->h11,s5 -> s1 -> s8
448,h4,h9,h4->h9,s6 -> s4 -> s7
449,h4,h9,h4->h9,s6 -> s1 -> s7
450,h1,h12,h1->h12,s5 -> s4 -> s8
451,h2,h11,h2->h11,s5 -> s8
452,h3,h10,h3->h10,s5 -> s3 -> s8
453,h3,h10,h3->h10,s5 -> s2 -> s8
454,h4,h9,h4->h9,s6 -> s1 -> s7
455,h1,h12,h1->h12,s5 -> s4 -> s8
456,h2,h11,h2->h11,s5 -> s8
457,h2,h11,h2->h11,s5 -> s2 -> s8
458,h1,h12,h1->h12,s5 -> s1 -> s8
459,h4,h9,h4->h9,s6 -> s7
460,h3,h10,h3->h10,s5 -> s3 -> s8
461,h4,h9,h4->h9,s6 -> s2 -> s7
462,h1,h12,h1->h12,s5 -> s8
463,h2,h11,h2->h11,s5 -> s1 -> s8
464,h3,h10,h3->h10,s5 -> s4 -> s8
465,h2,h11,h2->h11,s5 -> s3 -> s8
466,h1,h12,h1->h12,s5 -> s2 -> s8
467,h4,h9,h4->h9,s6 -> s1 -> s7
468,h3,h10,h3->h10,s5 -> s4 -> s8
469,h3,h10,h3->h10,s5 -> s1 -> s8
470,h1,h12,h1->h12,s5 -> s2 -> s8
471,h2,h11,h2->h11,s5 -> s3 -> s8
472,h4,h9,h4->h9,s6 -> s4 -> s7
473,h1,h12,h1->h12,s5 -> s1 -> s8
474,h4,h9,h4->h9,s6 -> s2 -> s7
475,h3,h10,h3->h10,s5 -> s4 -> s8
476,h2,h11,h2->h11,s5 -> s3 -> s8
